"id","target","subpopulation","predictor","response","predicted"
"5","j10","G",483.9,2247,4129.72305436704
"5","w23","G",238.5,2345,4888.46187715369
"5","k37","G",410.55,1959,4356.50990298725
"5","a53","G",277,2526,4769.42583527396
"5","e31","H",213.1,2404,4803.04298344137
"5","l38","H",260.8,2379,4933.85684533923
"5","y51","H",281.9,2595,4991.72209661899
"5","e57","H",352.4,2556,5185.06333904664
"5","a27","I",345,2203,5124.24881322384
"5","d30","I",289.2,2126,5264.7088976281
"5","p42","I",312.25,2355,5206.6873036224
"5","b2","J",360.3,2378,7236.28719068439
"5","b28","J",238.6,3765,6543.42038881507
"5","e57","J",381.5,3966,7356.983790517
"5","s19","K",205.8,3072,6170.43407343558
"5","z26","K",162.6,2669,6047.42429176854
"5","d56","K",249.9,2924,6296.00655888735
"6","e5","A",251,2410,3414.60707966182
"6","q17","A",189.6,1991,3357.22317974539
"6","q43","A",341.56,2711,3499.24365908253
"6","e57","A",352.4,2209,3509.37462773227
"6","n14","B",191.75,2106,3791.52396987191
"6","r18","B",203.3,2132,3802.80230073737
"6","v22","B",163.8,2261,3764.23138565636
"6","b28","B",245.4,2226,3843.91206086168
"6","z52","B",372,2514,3967.53428489348
"6","k11","C",186.2,1718,2958.78910103586
"6","o15","C",330.4,2460,3189.7705637545
"6","o41","C",247.8,1916,3057.46079384771
"6","s45","C",232.07,1731,3032.26427229039
"6","c55","C",319.2,2174,3171.83025597053
"6","e5","D",181.75,1986,2504.142364626
"6","a27","D",202.4,2075,2545.3421057414
"6","i35","D",368.5,2508,2876.73566502793
"6","n40","D",384.7,2370,2909.05701156882
"6","o15","E",412.5,2193,3913.72108379863
"6","j36","E",397.9,2206,3926.25871743135
"6","t46","E",254.4,2036,4049.48819868441
"6","v48","E",455.9,1763,3876.45167971234
"6","p16","F",285.6,4346,5360.75348018205
"6","v22","F",192.3,4531,5527.35302008391
"6","g33","F",227.9,4534,5463.78449253294
"6","y51","F",238,4245,5445.74960128954
"6","f6","G",216.3,4008,4957.10084156226
"6","y25","G",356.45,2855,4523.7787306676
"6","e31","H",213.1,2349,4803.04298344137
"6","l12","I",261.95,2688,5333.30275605133
"6","p16","I",203.4,3405,5480.68515644326
"6","t20","I",153.1,2382,5607.3006088722
"6","a27","I",345,3257,5124.24881322384
"6","d30","I",289.2,3046,5264.7088976281
"6","z26","J",229.6,4124,6492.18126624461
"6","t46","J",278.7,4114,6771.71914604563
"6","e57","J",381.5,4466,7356.983790517
"6","a1","K",210.5,4423,6183.81708208917
"6","f6","K",262.85,4550,6332.88101890097
"6","z26","K",162.6,4654,6047.42429176854
"6","x50","K",319.2,4246,6493.33475031157
"7","i9","A",153.8,4242,3323.76481464753
"7","a27","A",399.5,3955,3553.39387343364
"7","q43","A",341.56,4894,3499.24365908253
"7","y51","A",237.9,4164,3402.36393489137
"7","y25","B",413.65,4871,4008.20462952953
"7","r44","B",397.55,5583,3992.48331983828
"7","b54","B",212.4,4925,3811.68825838894
"7","s19","C",205.95,2584,2990.42491163706
"7","g33","C",221,2154,3014.53220022177
"7","s45","C",232.07,2418,3032.26427229039
"7","n14","D",262.8,4403,2665.84885457287
"7","d30","D",304.3,5490,2748.64736577329
"7","f32","D",432.7,5485,3004.82396428257
"7","n40","D",384.7,4877,2909.05701156882
"7","u47","D",248,3726,2636.32071081946
"7","h8","E",212.01,5095,4085.89027332077
"7","o15","E",412.5,5763,3913.72108379863
"7","s19","E",219.7,6242,4079.28654711285
"7","m39","E",196.9,5091,4098.8658653886
"7","o41","E",270.9,5710,4035.31895519538
"7","q43","E",335.5,5821,3979.84422008076
"7","v48","E",455.9,5658,3876.45167971234
"7","x24","F",208.7,6043,5498.06864222335
"7","g33","F",227.9,6542,5463.78449253294
"7","j10","G",483.9,4572,4129.72305436704
"7","p42","G",333.5,4942,4594.7365790089
"7","x50","G",319.2,5081,4638.9499659928
"7","a53","G",277,5844,4769.42583527396
"7","u21","H",245.5,5924,4891.89768208897
"7","e57","H",352.4,6689,5185.06333904664
"7","d4","I",169.15,6365,5566.89945556237
"7","x24","I",324.75,4884,5175.22223095119
"7","p42","I",312.25,6285,5206.6873036224
"7","x50","I",365.2,6035,5073.40125578717
"7","z26","J",229.6,7585,6492.18126624461
"7","t46","J",278.7,7343,6771.71914604563
"7","v48","J",265.8,7680,6698.27640369465
"7","a1","K",210.5,8215,6183.81708208917
"7","s19","K",205.8,9155,6170.43407343558
"7","x50","K",319.2,8336,6493.33475031157
"8","e5","A",251,3618,3414.60707966182
"8","i9","A",153.8,3495,3323.76481464753
"8","m13","A",279.1,3683,3440.86909249002
"8","q17","A",189.6,3142,3357.22317974539
"8","a27","A",399.5,3708,3553.39387343364
"8","i35","A",380.25,3616,3535.40299275951
"8","u47","A",216.9,3697,3382.73751961051
"8","e57","A",352.4,3406,3509.37462773227
"8","f6","B",262.8,4010,3860.90279307459
"8","r18","B",203.3,3772,3802.80230073737
"8","r44","B",397.55,3773,3992.48331983828
"8","z52","B",372,4041,3967.53428489348
"8","g7","C",196.7,4101,2975.60813958333
"8","g33","C",221,2888,3014.53220022177
"8","s45","C",232.07,2980,3032.26427229039
"8","c3","D",191.1,2308,2522.7969689567
"8","e5","D",181.75,2170,2504.142364626
"8","i9","D",234.6,2370,2609.58576985354
"8","i35","D",368.5,2653,2876.73566502793
"8","c55","D",355.8,2497,2851.39732545575
"8","o15","E",412.5,3997,3913.72108379863
"8","s19","E",219.7,4683,4079.28654711285
"8","a27","E",292.65,4696,4016.64131605076
"8","j36","E",397.9,4076,3926.25871743135
"8","o41","E",270.9,3968,4035.31895519538
"8","v48","E",455.9,3869,3876.45167971234
"8","b54","E",281.6,4386,4026.13041547826
"8","p16","F",285.6,5286,5360.75348018205
"8","g33","F",227.9,6474,5463.78449253294
"8","w49","F",403.83,5512,5149.63811466654
"8","f6","G",216.3,3875,4957.10084156226
"8","j10","G",483.9,3135,4129.72305436704
"8","r18","G",257.15,3716,4830.79896336
"8","x50","G",319.2,3591,4638.9499659928
"8","l12","H",297.7,6439,5035.05247435455
"8","u21","H",245.5,5326,4891.89768208897
"8","h34","H",233.8,6829,4859.81126313289
"8","l38","H",260.8,6429,4933.85684533923
"8","e57","H",352.4,5615,5185.06333904664
"8","d4","I",169.15,6308,5566.89945556237
"8","h8","I",335.3,5489,5148.6657096167
"8","p16","I",203.4,6891,5480.68515644326
"8","d56","I",373.8,5100,5051.75328578938
"8","z26","J",229.6,7764,6492.18126624461
"8","s19","K",205.8,7386,6170.43407343558
"8","z26","K",162.6,6750,6047.42429176854
"8","l38","K",242.5,10635,6274.93543887957
"9","m39","A",212.15,3137,3378.29821139222
"9","u47","A",216.9,2826,3382.73751961051
"9","f6","B",262.8,1271,3860.90279307459
"9","n14","B",191.75,1383,3791.52396987191
"9","v22","B",163.8,1448,3764.23138565636
"9","y25","B",413.65,526,4008.20462952953
"9","b28","B",245.4,1339,3843.91206086168
"9","n40","B",330.25,973,3926.76629237115
"9","r44","B",397.55,655,3992.48331983828
"9","z52","B",372,835,3967.53428489348
"9","o15","C",330.4,2344,3189.7705637545
"9","w23","C",257.5,2218,3072.99838183918
"9","g33","C",221,1803,3014.53220022177
"9","o41","C",247.8,2196,3057.46079384771
"9","c3","D",191.1,1928,2522.7969689567
"9","e5","D",181.75,1842,2504.142364626
"9","n14","D",262.8,2081,2665.84885457287
"9","a27","D",202.4,2053,2545.3421057414
"9","d30","D",304.3,2668,2748.64736577329
"9","f32","D",432.7,2107,3004.82396428257
"9","n40","D",384.7,2096,2909.05701156882
"9","h8","E",212.01,2308,4085.89027332077
"9","a27","E",292.65,2768,4016.64131605076
"9","m39","E",196.9,2353,4098.8658653886
"9","o41","E",270.9,2210,4035.31895519538
"9","t46","E",254.4,2414,4049.48819868441
"9","v48","E",455.9,1820,3876.45167971234
"9","b54","E",281.6,2729,4026.13041547826
"9","p16","F",285.6,3060,5360.75348018205
"9","y51","F",238,3476,5445.74960128954
"9","d56","F",249.9,2636,5424.50057101267
"9","r18","G",257.15,2770,4830.79896336
"9","p42","G",333.5,2847,4594.7365790089
"9","a53","G",277,3151,4769.42583527396
"9","a27","H",194.3,3121,4751.485318794
"9","l12","I",261.95,3692,5333.30275605133
"9","a27","I",345,4075,5124.24881322384
"9","p42","I",312.25,3379,5206.6873036224
"9","x50","I",365.2,3208,5073.40125578717
"9","t46","J",278.7,4857,6771.71914604563
"9","a1","K",210.5,4604,6183.81708208917
"9","z26","K",162.6,4705,6047.42429176854
"9","a53","K",277.06,4633,6373.34326421321
"10","q17","A",189.6,2063,3357.22317974539
"10","u21","A",226.5,2654,3391.70959516748
"10","a27","A",399.5,2562,3553.39387343364
"10","e31","A",262.4,2247,3425.26141938571
"10","n14","B",191.75,2604,3791.52396987191
"10","y25","B",413.65,2425,4008.20462952953
"10","j36","B",496.2,2642,4088.81295965453
"10","z52","B",372,2837,3967.53428489348
"10","o15","C",330.4,2403,3189.7705637545
"10","w23","C",257.5,1956,3072.99838183918
"10","g33","C",221,1570,3014.53220022177
"10","k37","C",395.5,2445,3294.04860274884
"10","o41","C",247.8,2076,3057.46079384771
"10","a53","C",421,2375,3334.89483922128
"10","c55","C",319.2,2338,3171.83025597053
"10","i35","D",368.5,2178,2876.73566502793
"10","c55","D",355.8,2260,2851.39732545575
"10","h8","E",212.01,2417,4085.89027332077
"10","t46","E",254.4,2932,4049.48819868441
"10","v48","E",455.9,2467,3876.45167971234
"10","w49","F",403.83,3969,5149.63811466654
"10","f6","G",216.3,3329,4957.10084156226
"10","j10","G",483.9,3099,4129.72305436704
"10","w23","G",238.5,2980,4888.46187715369
"10","p42","G",333.5,3463,4594.7365790089
"10","e57","G",381.6,3551,4446.01882279032
"10","l12","H",297.7,3877,5035.05247435455
"10","l12","I",261.95,3417,5333.30275605133
"10","d56","I",373.8,2583,5051.75328578938
"10","t46","J",278.7,3907,6771.71914604563
"10","a1","K",210.5,3589,6183.81708208917
"10","c3","K",177.6,3411,6090.13602151404
"10","x50","K",319.2,4127,6493.33475031157
"10","a53","K",277.06,3892,6373.34326421321
"11","e5","A",251,3700,3414.60707966182
"11","u21","A",226.5,4778,3391.70959516748
"11","a27","A",399.5,4935,3553.39387343364
"11","f6","B",262.8,5383,3860.90279307459
"11","r18","B",203.3,4410,3802.80230073737
"11","b28","B",245.4,4959,3843.91206086168
"11","j36","B",496.2,5628,4088.81295965453
"11","z52","B",372,5513,3967.53428489348
"11","g7","C",196.7,3781,2975.60813958333
"11","k11","C",186.2,2730,2958.78910103586
"11","k37","C",395.5,3844,3294.04860274884
"11","s45","C",232.07,2673,3032.26427229039
"11","w49","C",410.8,3231,3318.5563446323
"11","c3","D",191.1,2109,2522.7969689567
"11","n14","D",262.8,3062,2665.84885457287
"11","a27","D",202.4,2701,2545.3421057414
"11","n40","D",384.7,3501,2909.05701156882
"11","u47","D",248,2540,2636.32071081946
"11","h8","E",212.01,3467,4085.89027332077
"11","s19","E",219.7,4187,4079.28654711285
"11","j36","E",397.9,3566,3926.25871743135
"11","o41","E",270.9,4032,4035.31895519538
"11","t46","E",254.4,4166,4049.48819868441
"11","v48","E",455.9,3721,3876.45167971234
"11","k11","F",270.4,6085,5387.89509868696
"11","v22","F",192.3,5999,5527.35302008391
"11","g33","F",227.9,7083,5463.78449253294
"11","r44","F",422.1,6566,5117.01460347675
"11","w49","F",403.83,6518,5149.63811466654
"11","j10","G",483.9,4080,4129.72305436704
"11","y25","G",356.45,3577,4523.7787306676
"11","x50","G",319.2,3907,4638.9499659928
"11","a53","G",277,4335,4769.42583527396
"11","e57","G",381.6,4352,4446.01882279032
"11","q17","H",175.95,5666,4701.1617471834
"11","u21","H",245.5,5320,4891.89768208897
"11","a27","H",194.3,5224,4751.485318794
"11","j10","I",237.8,8713,5394.0932764521
"11","p16","I",203.4,8591,5480.68515644326
"11","x24","I",324.75,6135,5175.22223095119
"11","a27","I",345,8938,5124.24881322384
"11","p42","I",312.25,8175,5206.6873036224
"11","t20","J",155.6,8150,6070.88181399868
"11","b28","J",238.6,8907,6543.42038881507
"11","t46","J",278.7,7162,6771.71914604563
"11","e57","J",381.5,8550,7356.983790517
"11","c3","K",177.6,4826,6090.13602151404
"11","z26","K",162.6,5124,6047.42429176854
"11","l38","K",242.5,6501,6274.93543887957
"11","x50","K",319.2,5340,6493.33475031157
"12","m13","A",279.1,5591,3440.86909249002
"12","q17","A",189.6,5191,3357.22317974539
"12","i35","A",380.25,5551,3535.40299275951
"12","q43","A",341.56,6622,3499.24365908253
"12","u47","A",216.9,5467,3382.73751961051
"12","f6","B",262.8,5470,3860.90279307459
"12","n14","B",191.75,5035,3791.52396987191
"12","f32","B",465.9,6063,4059.22565011137
"12","j36","B",496.2,5385,4088.81295965453
"12","r44","B",397.55,5017,3992.48331983828
"12","b54","B",212.4,4725,3811.68825838894
"12","g33","C",221,2834,3014.53220022177
"12","s45","C",232.07,3134,3032.26427229039
"12","a53","C",421,4265,3334.89483922128
"12","c3","D",191.1,2689,2522.7969689567
"12","e5","D",181.75,2919,2504.142364626
"12","a27","D",202.4,3504,2545.3421057414
"12","z52","D",469.3,3904,3077.84626572681
"12","c55","D",355.8,4230,2851.39732545575
"12","s19","E",219.7,4851,4079.28654711285
"12","m39","E",196.9,3675,4098.8658653886
"12","q43","E",335.5,5139,3979.84422008076
"12","t46","E",254.4,4928,4049.48819868441
"12","d4","F",258.9,2353,5408.42987584528
"12","x24","F",208.7,2680,5498.06864222335
"12","r44","F",422.1,1561,5117.01460347675
"12","y51","F",238,2778,5445.74960128954
"12","d56","F",249.9,1759,5424.50057101267
"12","f6","G",216.3,6843,4957.10084156226
"12","j10","G",483.9,6128,4129.72305436704
"12","r18","G",257.15,7207,4830.79896336
"12","w23","G",238.5,5940,4888.46187715369
"12","y25","G",356.45,5263,4523.7787306676
"12","c29","G",296.5,6518,4709.13485302318
"12","s45","G",196.8,6432,5017.39182381303
"12","x50","G",319.2,6108,4638.9499659928
"12","e57","G",381.6,7319,4446.01882279032
"12","q17","H",175.95,5441,4701.1617471834
"12","u21","H",245.5,5046,4891.89768208897
"12","e31","H",213.1,5427,4803.04298344137
"12","e57","H",352.4,5944,5185.06333904664
"12","h8","I",335.3,7021,5148.6657096167
"12","j10","I",237.8,8200,5394.0932764521
"12","x24","I",324.75,5590,5175.22223095119
"12","d30","I",289.2,7081,5264.7088976281
"12","x50","I",365.2,6796,5073.40125578717
"12","t46","J",278.7,7076,6771.71914604563
"12","v48","J",265.8,7335,6698.27640369465
"12","c3","K",177.6,8204,6090.13602151404
"12","f6","K",262.85,9635,6332.88101890097
"12","x50","K",319.2,10185,6493.33475031157
"12","d56","K",249.9,7791,6296.00655888735
"13","u21","A",226.5,882,3391.70959516748
"13","e31","A",262.4,705,3425.26141938571
"13","i35","A",380.25,799,3535.40299275951
"13","q43","A",341.56,1180,3499.24365908253
"13","f6","B",262.8,923,3860.90279307459
"13","n14","B",191.75,672,3791.52396987191
"13","v22","B",163.8,754,3764.23138565636
"13","b28","B",245.4,741,3843.91206086168
"13","w23","C",257.5,710,3072.99838183918
"13","o41","C",247.8,733,3057.46079384771
"13","c55","C",319.2,801,3171.83025597053
"13","c3","D",191.1,416,2522.7969689567
"13","n14","D",262.8,572,2665.84885457287
"13","a27","D",202.4,410,2545.3421057414
"13","d30","D",304.3,601,2748.64736577329
"13","f32","D",432.7,578,3004.82396428257
"13","c55","D",355.8,490,2851.39732545575
"13","h8","E",212.01,572,4085.89027332077
"13","m13","E",368.6,561,3951.41985889974
"13","j36","E",397.9,824,3926.25871743135
"13","o41","E",270.9,684,4035.31895519538
"13","t46","E",254.4,722,4049.48819868441
"13","k11","F",270.4,1419,5387.89509868696
"13","r44","F",422.1,1419,5117.01460347675
"13","w49","F",403.83,1443,5149.63811466654
"13","f6","G",216.3,1047,4957.10084156226
"13","j10","G",483.9,956,4129.72305436704
"13","s45","G",196.8,1006,5017.39182381303
"13","a53","G",277,1163,4769.42583527396
"13","e57","G",381.6,669,4446.01882279032
"13","l12","H",297.7,955,5035.05247435455
"13","q17","H",175.95,784,4701.1617471834
"13","a27","H",194.3,593,4751.485318794
"13","e31","H",213.1,657,4803.04298344137
"13","y51","H",281.9,1006,4991.72209661899
"13","e57","H",352.4,639,5185.06333904664
"13","p16","I",203.4,1070,5480.68515644326
"13","a27","I",345,820,5124.24881322384
"13","b2","J",360.3,1966,7236.28719068439
"13","z26","J",229.6,1461,6492.18126624461
"13","b28","J",238.6,1846,6543.42038881507
"13","e57","J",381.5,1733,7356.983790517
"13","a1","K",210.5,1205,6183.81708208917
"13","s19","K",205.8,1186,6170.43407343558
"13","x50","K",319.2,1329,6493.33475031157
"14","e5","A",251,1763,3414.60707966182
"14","m13","A",279.1,1868,3440.86909249002
"14","u21","A",226.5,2193,3391.70959516748
"14","e31","A",262.4,1912,3425.26141938571
"14","q43","A",341.56,2486,3499.24365908253
"14","f6","B",262.8,2521,3860.90279307459
"14","j36","B",496.2,2283,4088.81295965453
"14","r44","B",397.55,2341,3992.48331983828
"14","z52","B",372,2432,3967.53428489348
"14","g7","D",292.3,1455,2724.70562759486
"14","n14","D",262.8,1512,2665.84885457287
"14","u47","D",248,1311,2636.32071081946
"14","t46","E",254.4,1999,4049.48819868441
"14","v22","F",192.3,2834,5527.35302008391
"14","g33","F",227.9,3248,5463.78449253294
"14","r44","F",422.1,2567,5117.01460347675
"14","w49","F",403.83,2877,5149.63811466654
"14","d56","F",249.9,1830,5424.50057101267
"14","f6","G",216.3,2889,4957.10084156226
"14","r18","G",257.15,3119,4830.79896336
"14","w23","G",238.5,2758,4888.46187715369
"14","y25","G",356.45,2424,4523.7787306676
"14","p42","G",333.5,2799,4594.7365790089
"14","s45","G",196.8,2870,5017.39182381303
"14","q17","H",175.95,2055,4701.1617471834
"14","u21","H",245.5,2032,4891.89768208897
"14","a27","H",194.3,1942,4751.485318794
"14","e31","H",213.1,2004,4803.04298344137
"14","y51","H",281.9,2533,4991.72209661899
"14","x24","I",324.75,2486,5175.22223095119
"14","a27","I",345,3300,5124.24881322384
"14","d56","I",373.8,2365,5051.75328578938
"14","b2","J",360.3,3973,7236.28719068439
"14","z26","J",229.6,2995,6492.18126624461
"14","f6","K",262.85,3073,6332.88101890097
"14","l38","K",242.5,3528,6274.93543887957
"14","x50","K",319.2,3002,6493.33475031157
"15","e5","A",251,2768,3414.60707966182
"15","i9","A",153.8,3141,3323.76481464753
"15","m13","A",279.1,3158,3440.86909249002
"15","u21","A",226.5,3308,3391.70959516748
"15","i35","A",380.25,3153,3535.40299275951
"15","m39","A",212.15,3229,3378.29821139222
"15","q43","A",341.56,3736,3499.24365908253
"15","u47","A",216.9,2754,3382.73751961051
"15","r18","B",203.3,3506,3802.80230073737
"15","v22","B",163.8,3527,3764.23138565636
"15","y25","B",413.65,2830,4008.20462952953
"15","b28","B",245.4,3125,3843.91206086168
"15","b54","B",212.4,3209,3811.68825838894
"15","k11","C",186.2,2337,2958.78910103586
"15","o15","C",330.4,3322,3189.7705637545
"15","s19","C",205.95,2672,2990.42491163706
"15","g33","C",221,2194,3014.53220022177
"15","g7","D",292.3,1959,2724.70562759486
"15","n14","D",262.8,2091,2665.84885457287
"15","f32","D",432.7,2386,3004.82396428257
"15","i35","D",368.5,2011,2876.73566502793
"15","t46","E",254.4,4295,4049.48819868441
"15","v48","E",455.9,3982,3876.45167971234
"15","b54","E",281.6,4524,4026.13041547826
"15","d4","F",258.9,3989,5408.42987584528
"15","p16","F",285.6,4493,5360.75348018205
"15","v22","F",192.3,4911,5527.35302008391
"15","y51","F",238,4867,5445.74960128954
"15","c29","G",296.5,4445,4709.13485302318
"15","p42","G",333.5,4668,4594.7365790089
"15","e31","H",213.1,4216,4803.04298344137
"15","h8","I",335.3,5238,5148.6657096167
"15","a27","I",345,5191,5124.24881322384
"15","b2","J",360.3,11651,7236.28719068439
"15","b28","J",238.6,10431,6543.42038881507
"15","l38","K",242.5,7999,6274.93543887957
"16","e5","A",251,2739,3414.60707966182
"16","i9","A",153.8,2940,3323.76481464753
"16","q17","A",189.6,2466,3357.22317974539
"16","u21","A",226.5,3186,3391.70959516748
"16","e31","A",262.4,2969,3425.26141938571
"16","i35","A",380.25,3109,3535.40299275951
"16","m39","A",212.15,3088,3378.29821139222
"16","f6","B",262.8,4904,3860.90279307459
"16","n14","B",191.75,4327,3791.52396987191
"16","y25","B",413.65,4272,4008.20462952953
"16","b28","B",245.4,4215,3843.91206086168
"16","j36","B",496.2,5242,4088.81295965453
"16","g7","C",196.7,3306,2975.60813958333
"16","s19","C",205.95,2555,2990.42491163706
"16","c29","C",237.9,2853,3041.60284321723
"16","g33","C",221,2258,3014.53220022177
"16","k37","C",395.5,3182,3294.04860274884
"16","a53","C",421,2871,3334.89483922128
"16","c3","D",191.1,2010,2522.7969689567
"16","i9","D",234.6,2580,2609.58576985354
"16","u47","D",248,2401,2636.32071081946
"16","z52","D",469.3,2633,3077.84626572681
"16","o15","E",412.5,3861,3913.72108379863
"16","s19","E",219.7,3944,4079.28654711285
"16","o41","E",270.9,3657,4035.31895519538
"16","t46","E",254.4,3681,4049.48819868441
"16","v48","E",455.9,3546,3876.45167971234
"16","k11","F",270.4,5912,5387.89509868696
"16","g33","F",227.9,7046,5463.78449253294
"16","w49","F",403.83,6537,5149.63811466654
"16","x50","G",319.2,4579,4638.9499659928
"16","a53","G",277,5310,4769.42583527396
"16","e57","G",381.6,5400,4446.01882279032
"16","q17","H",175.95,4313,4701.1617471834
"16","e57","H",352.4,3935,5185.06333904664
"16","d4","I",169.15,6062,5566.89945556237
"16","j10","I",237.8,6697,5394.0932764521
"16","l12","I",261.95,5752,5333.30275605133
"16","p16","I",203.4,6994,5480.68515644326
"16","t20","I",153.1,5720,5607.3006088722
"16","x24","I",324.75,4822,5175.22223095119
"16","d30","I",289.2,5758,5264.7088976281
"16","b2","J",360.3,6962,7236.28719068439
"16","e57","J",381.5,6434,7356.983790517
"16","f6","K",262.85,6059,6332.88101890097
"16","s19","K",205.8,5536,6170.43407343558
"16","z26","K",162.6,5254,6047.42429176854
"17","m13","A",279.1,2904,3440.86909249002
"17","q17","A",189.6,2770,3357.22317974539
"17","e31","A",262.4,3071,3425.26141938571
"17","i35","A",380.25,3077,3535.40299275951
"17","m39","A",212.15,3335,3378.29821139222
"17","y51","A",237.9,3290,3402.36393489137
"17","e57","A",352.4,2886,3509.37462773227
"17","y25","B",413.65,2949,4008.20462952953
"17","b28","B",245.4,3405,3843.91206086168
"17","n40","B",330.25,3736,3926.76629237115
"17","b54","B",212.4,3232,3811.68825838894
"17","k11","C",186.2,2997,2958.78910103586
"17","s19","C",205.95,3246,2990.42491163706
"17","o41","C",247.8,3109,3057.46079384771
"17","s45","C",232.07,2984,3032.26427229039
"17","a53","C",421,3511,3334.89483922128
"17","e5","D",181.75,1820,2504.142364626
"17","i9","D",234.6,2151,2609.58576985354
"17","a27","D",202.4,2014,2545.3421057414
"17","d30","D",304.3,2872,2748.64736577329
"17","i35","D",368.5,2173,2876.73566502793
"17","u47","D",248,2028,2636.32071081946
"17","c55","D",355.8,2201,2851.39732545575
"17","h8","E",212.01,2935,4085.89027332077
"17","h34","E",228.7,3430,4071.55786884611
"17","j36","E",397.9,3568,3926.25871743135
"17","b54","E",281.6,3881,4026.13041547826
"17","d4","F",258.9,3194,5408.42987584528
"17","v22","F",192.3,3588,5527.35302008391
"17","w49","F",403.83,3543,5149.63811466654
"17","d56","F",249.9,2851,5424.50057101267
"17","j10","G",483.9,4092,4129.72305436704
"17","w23","G",238.5,4179,4888.46187715369
"17","s45","G",196.8,4645,5017.39182381303
"17","x50","G",319.2,4407,4638.9499659928
"17","e57","G",381.6,5049,4446.01882279032
"17","l12","H",297.7,5503,5035.05247435455
"17","j10","I",237.8,4360,5394.0932764521
"17","p16","I",203.4,3879,5480.68515644326
"17","x24","I",324.75,3004,5175.22223095119
"17","x50","I",365.2,3646,5073.40125578717
"17","b28","J",238.6,6655,6543.42038881507
"17","a1","K",210.5,5627,6183.81708208917
"17","x50","K",319.2,5870,6493.33475031157
"17","d56","K",249.9,5269,6296.00655888735
"18","e5","A",251,2438,3414.60707966182
"18","r18","B",203.3,3435,3802.80230073737
"18","v22","B",163.8,3777,3764.23138565636
"18","y25","B",413.65,2874,4008.20462952953
"18","j36","B",496.2,3070,4088.81295965453
"18","n40","B",330.25,3552,3926.76629237115
"18","c29","C",237.9,2591,3041.60284321723
"18","c55","C",319.2,2312,3171.83025597053
"18","c3","D",191.1,2208,2522.7969689567
"18","i9","D",234.6,2018,2609.58576985354
"18","n14","D",262.8,2079,2665.84885457287
"18","d30","D",304.3,2532,2748.64736577329
"18","n40","D",384.7,2006,2909.05701156882
"18","s19","E",219.7,2197,4079.28654711285
"18","a27","E",292.65,2101,4016.64131605076
"18","k11","F",270.4,3238,5387.89509868696
"18","p16","F",285.6,3261,5360.75348018205
"18","r44","F",422.1,3102,5117.01460347675
"18","y51","F",238,3813,5445.74960128954
"18","w23","G",238.5,3953,4888.46187715369
"18","k37","G",410.55,3441,4356.50990298725
"18","x50","G",319.2,4195,4638.9499659928
"18","u21","H",245.5,3536,4891.89768208897
"18","e31","H",213.1,4100,4803.04298344137
"18","l38","H",260.8,4318,4933.85684533923
"18","y51","H",281.9,4193,4991.72209661899
"18","j10","I",237.8,4508,5394.0932764521
"18","p16","I",203.4,4400,5480.68515644326
"18","a27","I",345,4315,5124.24881322384
"18","x50","I",365.2,3835,5073.40125578717
"18","d56","I",373.8,3518,5051.75328578938
"18","b28","J",238.6,7190,6543.42038881507
"18","e57","J",381.5,5874,7356.983790517
"18","d56","K",249.9,4777,6296.00655888735
"19","e5","A",251,3131,3414.60707966182
"19","m39","A",212.15,3925,3378.29821139222
"19","q43","A",341.56,4519,3499.24365908253
"19","y51","A",237.9,3746,3402.36393489137
"19","y25","B",413.65,3550,4008.20462952953
"19","g7","C",196.7,4156,2975.60813958333
"19","o15","C",330.4,3811,3189.7705637545
"19","k37","C",395.5,4105,3294.04860274884
"19","s45","C",232.07,2882,3032.26427229039
"19","w49","C",410.8,3337,3318.5563446323
"19","a27","D",202.4,2562,2545.3421057414
"19","d30","D",304.3,3551,2748.64736577329
"19","z52","D",469.3,2643,3077.84626572681
"19","c55","D",355.8,2726,2851.39732545575
"19","m13","E",368.6,2768,3951.41985889974
"19","s19","E",219.7,3539,4079.28654711285
"19","a27","E",292.65,3292,4016.64131605076
"19","m39","E",196.9,2748,4098.8658653886
"19","k11","F",270.4,5040,5387.89509868696
"19","p16","F",285.6,5282,5360.75348018205
"19","g33","F",227.9,6164,5463.78449253294
"19","r44","F",422.1,5515,5117.01460347675
"19","w49","F",403.83,5654,5149.63811466654
"19","j10","G",483.9,4052,4129.72305436704
"19","y25","G",356.45,3788,4523.7787306676
"19","k37","G",410.55,3969,4356.50990298725
"19","x50","G",319.2,3971,4638.9499659928
"19","a53","G",277,4570,4769.42583527396
"19","e57","G",381.6,4995,4446.01882279032
"19","q17","H",175.95,6771,4701.1617471834
"19","e31","H",213.1,6962,4803.04298344137
"19","h34","H",233.8,7851,4859.81126313289
"19","e57","H",352.4,7104,5185.06333904664
"19","p16","I",203.4,5650,5480.68515644326
"19","p42","I",312.25,4733,5206.6873036224
"19","x50","I",365.2,4737,5073.40125578717
"19","d56","I",373.8,3920,5051.75328578938
"19","b2","J",360.3,9890,7236.28719068439
"19","t46","J",278.7,6584,6771.71914604563
"19","c3","K",177.6,5775,6090.13602151404
"19","f6","K",262.85,6602,6332.88101890097
"19","z26","K",162.6,6139,6047.42429176854
"19","d56","K",249.9,5926,6296.00655888735
"20","i9","A",153.8,3828,3323.76481464753
"20","i35","A",380.25,4287,3535.40299275951
"20","y51","A",237.9,4127,3402.36393489137
