"id","target","subassay","predictor","response"
"21","w49","C","410.8",2432
"21","c3","D","191.1",2381
"21","f32","D","432.7",3495
"21","m13","E","368.6",4946
"21","o15","E","412.5",5451
"21","s19","E","219.7",5394
"21","h34","E","228.7",4947
"21","q43","E","335.5",5853
"21","t46","E","254.4",5782
"21","k11","F","270.4",6329
"21","p16","F","285.6",6758
"21","v22","F","192.3",6320
"21","d56","F","249.9",4700
"21","j10","G","483.9",4407
"21","y25","G","356.45",3775
"21","s45","G","196.8",4652
"21","x50","G","319.2",4225
"21","e57","G","381.6",5038
"21","q17","H","175.95",4152
"21","u21","H","245.5",3643
"21","l38","H","260.8",4064
"21","e57","H","352.4",4135
"21","d4","I","169.15",5887
"21","a27","I","345",7071
"21","p42","I","312.25",6206
"21","t20","J","155.6",6471
"21","z26","J","229.6",6441
"21","b28","J","238.6",6757
"21","v48","J","265.8",6700
"21","a1","K","210.5",7907
"21","c3","K","177.6",8453
"21","x50","K","319.2",7802
"21","a53","K","277.06",7733
"22","e5","A","251",2942
"22","m13","A","279.1",3170
"22","e57","A","352.4",2905
"22","r18","B","203.3",4285
"22","y25","B","413.65",3621
"22","b28","B","245.4",3930
"22","j36","B","496.2",4306
"22","r44","B","397.55",4141
"22","o15","C","330.4",2962
"22","w23","C","257.5",2483
"22","o41","C","247.8",2807
"22","a53","C","421",3136
"22","n14","D","262.8",2946
"22","f32","D","432.7",3594
"22","n40","D","384.7",3161
"22","h34","E","228.7",2881
"22","m39","E","196.9",2728
"22","b54","E","281.6",3281
"22","p16","F","285.6",5307
"22","x24","F","208.7",5172
"22","f6","G","216.3",4659
"22","j10","G","483.9",4204
"22","r18","G","257.15",4684
"22","y25","G","356.45",3665
"22","c29","G","296.5",4153
"22","k37","G","410.55",3768
"22","a53","G","277",4566
"22","a27","H","194.3",2577
"22","h34","H","233.8",3106
"22","y51","H","281.9",2993
"22","e57","H","352.4",2639
"22","j10","I","237.8",4590
"22","x24","I","324.75",3063
"22","x50","I","365.2",3900
"22","d56","I","373.8",3060
"22","b28","J","238.6",5364
"22","t46","J","278.7",4595
"22","f6","K","262.85",5426
"22","l38","K","242.5",6549
"22","x50","K","319.2",5279
"22","a53","K","277.06",5089
"23","a27","A","399.5",2731
"23","e31","A","262.4",2721
"23","m39","A","212.15",3059
"23","u47","A","216.9",2821
"23","e57","A","352.4",2740
"23","f32","B","465.9",5193
"23","n40","B","330.25",4695
"23","g7","C","196.7",3469
"23","s19","C","205.95",2825
"23","c29","C","237.9",3219
"23","g33","C","221",2268
"23","a53","C","421",3160
"23","d30","D","304.3",2902
"23","m13","E","368.6",2634
"23","o15","E","412.5",2860
"23","a27","E","292.65",2786
"23","h34","E","228.7",2789
"23","j36","E","397.9",2964
"23","o41","E","270.9",2823
"23","q43","E","335.5",2744
"23","b54","E","281.6",3232
"23","p16","F","285.6",4637
"23","w49","F","403.83",5065
"23","f6","G","216.3",5124
"23","y25","G","356.45",4091
"23","l12","H","297.7",4413
"23","q17","H","175.95",3970
"23","a27","H","194.3",3123
"23","e57","H","352.4",4147
"23","t20","I","153.1",4931
"23","d30","I","289.2",5527
"23","d56","I","373.8",4041
"23","a1","K","210.5",6827
"23","z26","K","162.6",7045
"24","a27","A","399.5",4202
"24","y51","A","237.9",4854
"24","y25","B","413.65",3832
"24","b54","B","212.4",3912
"24","k11","C","186.2",6498
"24","s19","C","205.95",7116
"24","g33","C","221",5904
"24","w49","C","410.8",7101
"24","c55","C","319.2",7606
"24","g7","D","292.3",3552
"24","f32","D","432.7",4001
"24","c55","D","355.8",3312
"24","h34","E","228.7",6594
"24","j36","E","397.9",7077
"24","k11","F","270.4",9203
"24","x24","F","208.7",9511
"24","g33","F","227.9",9860
"24","d56","F","249.9",6799
"24","f6","G","216.3",10866
"24","r18","G","257.15",9871
"24","w23","G","238.5",8948
"24","c29","G","296.5",10064
"24","p42","G","333.5",10255
"24","a53","G","277",10391
"24","q17","H","175.95",8671
"24","a27","H","194.3",6524
"24","h34","H","233.8",10168
"24","e57","H","352.4",9810
"24","x50","I","365.2",7634
"24","b2","J","360.3",11575
"24","t46","J","278.7",10207
"24","v48","J","265.8",11010
"24","a53","K","277.06",9573
"24","d56","K","249.9",8223
"25","e5","A","251",2025
"25","i35","A","380.25",2094
"25","r18","B","203.3",2496
"25","y25","B","413.65",2087
"25","f32","B","465.9",2858
"25","r44","B","397.55",2251
"25","g7","C","196.7",3685
"25","k11","C","186.2",2692
"25","o15","C","330.4",3244
"25","g33","C","221",2743
"25","e5","D","181.75",2140
"25","a27","D","202.4",2305
"25","n40","D","384.7",2155
"25","h8","E","212.01",5469
"25","m13","E","368.6",4773
"25","q43","E","335.5",5306
"25","v48","E","455.9",4622
"25","b54","E","281.6",6132
"25","v22","F","192.3",7000
"25","g33","F","227.9",7617
"25","r44","F","422.1",5946
"25","w49","F","403.83",6380
"25","y51","F","238",6983
"25","j10","G","483.9",3279
"25","p42","G","333.5",3744
"25","s45","G","196.8",3958
"25","x50","G","319.2",3448
"25","u21","H","245.5",3593
"25","e31","H","213.1",3852
"25","h34","H","233.8",4243
"25","y51","H","281.9",4083
"25","h8","I","335.3",6105
"25","a27","I","345",6286
"25","d56","I","373.8",5253
"25","z26","J","229.6",6726
"25","x50","K","319.2",5061
"25","a53","K","277.06",4957
"26","i9","A","153.8",2285
"26","a27","A","399.5",2243
"26","q43","A","341.56",2579
"26","u47","A","216.9",2095
"26","y25","B","413.65",2325
"26","j36","B","496.2",2382
"26","r44","B","397.55",2292
"26","z52","B","372",2787
"26","k11","C","186.2",2687
"26","o15","C","330.4",2962
"26","s19","C","205.95",2724
"26","s45","C","232.07",2360
"26","w49","C","410.8",2821
"26","a53","C","421",3147
"26","a27","D","202.4",1870
"26","i35","D","368.5",1981
"26","z52","D","469.3",1832
"26","m13","E","368.6",3707
"26","o41","E","270.9",3725
"26","b54","E","281.6",4369
"26","p16","F","285.6",4927
"26","r44","F","422.1",4624
"26","w49","F","403.83",4848
"26","y51","F","238",5281
"26","f6","G","216.3",5426
"26","k37","G","410.55",4310
"26","e57","G","381.6",4047
"26","u21","H","245.5",4109
"26","e31","H","213.1",5017
"26","h34","H","233.8",5661
"26","l38","H","260.8",5264
"26","h8","I","335.3",4730
"26","l12","I","261.95",4462
"26","t20","I","153.1",5465
"26","x24","I","324.75",4008
"26","d30","I","289.2",4974
"26","p42","I","312.25",5193
"26","d56","I","373.8",4276
"26","z26","J","229.6",5725
"26","t46","J","278.7",5310
"26","v48","J","265.8",5645
"26","e57","J","381.5",5447
"26","s19","K","205.8",5804
"27","i9","A","153.8",3109
"27","m13","A","279.1",3145
"27","u21","A","226.5",3356
"27","m39","A","212.15",3173
"27","q43","A","341.56",3768
"27","v22","B","163.8",2868
"27","f32","B","465.9",3772
"27","j36","B","496.2",3028
"27","n40","B","330.25",3443
"27","z52","B","372",3453
"27","g7","C","196.7",4210
"27","k11","C","186.2",2952
"27","w23","C","257.5",3526
"27","c29","C","237.9",3952
"27","g33","C","221",2991
"27","g7","D","292.3",2427
"27","c55","D","355.8",2662
"27","o15","E","412.5",4132
"27","s19","E","219.7",4558
"27","j36","E","397.9",4494
"27","q43","E","335.5",4074
"27","t46","E","254.4",4484
"27","d4","F","258.9",5590
"27","v22","F","192.3",6377
"27","r44","F","422.1",6086
"27","y51","F","238",6014
"27","j10","G","483.9",4113
"27","r18","G","257.15",5348
"27","w23","G","238.5",4751
"27","c29","G","296.5",5514
"27","l12","H","297.7",5941
"27","u21","H","245.5",5392
"27","a27","H","194.3",5882
"27","e31","H","213.1",5931
"27","e57","H","352.4",5580
"27","d4","I","169.15",7019
"27","h8","I","335.3",6067
"27","l12","I","261.95",5830
"27","t20","I","153.1",5663
"27","a27","I","345",6096
"27","b2","J","360.3",6622
"27","t20","J","155.6",5620
"27","t46","J","278.7",4897
"27","v48","J","265.8",5786
"27","z26","K","162.6",4168
"27","d56","K","249.9",4155
"28","i9","A","153.8",3934
"28","y51","A","237.9",4429
"28","e57","A","352.4",4484
"28","r18","B","203.3",6054
"28","r44","B","397.55",6219
"28","b54","B","212.4",5788
"28","g7","C","196.7",5516
"28","o15","C","330.4",5203
"28","w23","C","257.5",4454
"28","g33","C","221",3507
"28","o41","C","247.8",4657
"28","e5","D","181.75",1786
"28","a27","D","202.4",2203
"28","f32","D","432.7",3205
"28","i35","D","368.5",2695
"28","n40","D","384.7",2639
"28","u47","D","248",1888
"28","h8","E","212.01",5655
"28","m13","E","368.6",6504
"28","s19","E","219.7",6883
"28","m39","E","196.9",5372
"28","k11","F","270.4",7070
"28","w49","F","403.83",8257
"28","y51","F","238",7099
"28","j10","G","483.9",6809
"28","w23","G","238.5",5949
"28","y25","G","356.45",5953
"28","k37","G","410.55",6629
"28","a53","G","277",6725
"28","e57","G","381.6",7915
"28","l12","H","297.7",8399
"28","l38","H","260.8",7205
"28","y51","H","281.9",7757
"28","h8","I","335.3",8779
"28","j10","I","237.8",8403
"28","l12","I","261.95",7541
"28","d30","I","289.2",7912
"28","b2","J","360.3",7548
"28","z26","J","229.6",5946
"28","t46","J","278.7",5316
"28","v48","J","265.8",5886
"28","a1","K","210.5",8141
"28","z26","K","162.6",8535
"29","e5","A","251",2237
"29","i9","A","153.8",2475
"29","m13","A","279.1",2648
"29","a27","A","399.5",3084
"29","f6","B","262.8",4258
"29","r18","B","203.3",3725
"29","v22","B","163.8",3715
"29","y25","B","413.65",3732
"29","b28","B","245.4",3991
"29","j36","B","496.2",4458
"29","r44","B","397.55",4269
"29","b54","B","212.4",3980
"29","g7","C","196.7",2938
"29","s19","C","205.95",2323
"29","w23","C","257.5",2415
"29","k37","C","395.5",2930
"29","s45","C","232.07",2174
"29","w49","C","410.8",2567
"29","c3","D","191.1",1956
"29","n14","D","262.8",2408
"29","f32","D","432.7",3179
"29","u47","D","248",2001
"29","z52","D","469.3",2647
"29","h8","E","212.01",3406
"29","a27","E","292.65",4350
"29","d4","F","258.9",6428
"29","j10","G","483.9",5351
"29","k37","G","410.55",4881
"29","p42","G","333.5",5454
"29","a53","G","277",5735
"29","q17","H","175.95",4131
"29","e31","H","213.1",3934
"29","l38","H","260.8",4204
"29","y51","H","281.9",4834
"29","d4","I","169.15",5487
"29","h8","I","335.3",6119
"29","j10","I","237.8",6338
"29","x24","I","324.75",4802
"29","p42","I","312.25",5684
"29","d56","I","373.8",4422
"29","b2","J","360.3",8765
"29","z26","J","229.6",6552
"29","t46","J","278.7",6509
"29","a1","K","210.5",7260
"29","s19","K","205.8",7443
"29","l38","K","242.5",9387
"29","d56","K","249.9",6545
"30","i9","A","153.8",2442
"30","q17","A","189.6",2359
"30","a27","A","399.5",3358
"30","e57","A","352.4",2785
"30","n14","B","191.75",3781
"30","v22","B","163.8",3939
"30","b28","B","245.4",3819
"30","j36","B","496.2",4335
"30","r44","B","397.55",4529
"30","o15","C","330.4",3688
"30","w49","C","410.8",3463
"30","a53","C","421",3500
"30","e5","D","181.75",1869
"30","n14","D","262.8",2120
"30","d30","D","304.3",3030
"30","u47","D","248",2034
"30","m13","E","368.6",4734
"30","h34","E","228.7",4504
"30","m39","E","196.9",4353
"30","v48","E","455.9",4901
"30","k11","F","270.4",7318
"30","v22","F","192.3",7976
"30","x24","F","208.7",7328
"30","g33","F","227.9",8909
"30","r44","F","422.1",8100
"30","r18","G","257.15",6473
"30","c29","G","296.5",5977
"30","k37","G","410.55",5571
"30","s45","G","196.8",6008
"30","e57","G","381.6",6641
"30","d4","I","169.15",7413
"30","t20","I","153.1",6059
"30","x24","I","324.75",4970
"30","v48","J","265.8",6496
"30","a1","K","210.5",6549
"30","f6","K","262.85",7318
"30","z26","K","162.6",6520
"31","q17","A","189.6",2691
"31","u21","A","226.5",3316
"31","a27","A","399.5",3288
"31","f6","B","262.8",4452
"31","v22","B","163.8",4384
"31","b28","B","245.4",4044
"31","z52","B","372",4503
"31","g7","C","196.7",2715
"31","k11","C","186.2",1904
"31","o15","C","330.4",2855
"31","o41","C","247.8",2337
"31","c55","C","319.2",2740
"31","g7","D","292.3",2658
"31","i9","D","234.6",2747
"31","n40","D","384.7",3138
"31","s19","E","219.7",5019
"31","j36","E","397.9",5287
"31","m39","E","196.9",4086
"31","v48","E","455.9",4845
"31","d4","F","258.9",5254
"31","v22","F","192.3",6451
"31","f6","G","216.3",5250
"31","w23","G","238.5",5027
"31","y25","G","356.45",4199
"31","a53","G","277",5811
"31","l12","H","297.7",6407
"31","q17","H","175.95",5904
"31","h8","I","335.3",4540
"31","p16","I","203.4",4917
"31","x24","I","324.75",3601
"31","p42","I","312.25",4827
"31","d56","I","373.8",3533
"31","t46","J","278.7",7295
"31","v48","J","265.8",7489
"31","z26","K","162.6",6458
"control","u21","A","226.5",14421
"control","a27","A","399.5",12413
"control","q43","A","341.56",12440
"control","y51","A","237.9",13244
"control","r18","B","203.3",7667
"control","y25","B","413.65",9847
"control","f32","B","465.9",10015
"control","g7","C","196.7",13780
"control","c29","C","237.9",10268
"control","g33","C","221",7260
"control","k37","C","395.5",9149
"control","s45","C","232.07",8400
"control","a53","C","421",7502
"control","c55","C","319.2",10776
"control","c3","D","191.1",11589
"control","e5","D","181.75",10998
"control","i9","D","234.6",11593
"control","z52","D","469.3",9033
"control","m13","E","368.6",8782
"control","s19","E","219.7",8439
"control","h34","E","228.7",12820
"control","o41","E","270.9",13326
"control","d4","F","258.9",9107
"control","w49","F","403.83",4474
"control","y51","F","238",13735
"control","j10","G","483.9",6503
"control","c29","G","296.5",11868
"control","k37","G","410.55",8375
"control","p42","G","333.5",10836
"control","e57","G","381.6",11615
"control","q17","H","175.95",7145
"control","u21","H","245.5",10489
"control","h34","H","233.8",12531
"control","e57","H","352.4",9233
"control","x24","I","324.75",13384
"control","x50","I","365.2",10798
"control","b2","J","360.3",18445
"control","z26","J","229.6",15917
"control","t46","J","278.7",13679
"control","e57","J","381.5",13520
"control","a1","K","210.5",14658
"control","f6","K","262.85",12950
"control","a53","K","277.06",12013
"26","h8","E","212.01",3768
"26","s19","E","219.7",4334
"26","h34","E","228.7",4102
"26","m39","E","196.9",3807
"26","t46","E","254.4",4122
"26","v48","E","455.9",3541
"26","d4","F","258.9",4795
"26","g33","F","227.9",5849
"26","d56","F","249.9",3910
"26","r18","G","257.15",4706
"26","c29","G","296.5",4642
"26","s45","G","196.8",4358
"26","a53","G","277",4697
"26","l12","H","297.7",5219
"26","y51","H","281.9",5726
"26","e57","H","352.4",4340
"26","d4","I","169.15",5663
"26","j10","I","237.8",5610
"26","p16","I","203.4",5630
"26","a27","I","345",5520
"26","t20","J","155.6",6136
"26","c3","K","177.6",6108
"26","f6","K","262.85",6864
"26","z26","K","162.6",6391
"26","l38","K","242.5",7958
"26","x50","K","319.2",6249
"26","a53","K","277.06",6051
"27","e31","A","262.4",3043
"27","i35","A","380.25",3004
"27","e57","A","352.4",3120
"27","f6","B","262.8",3466
"27","n14","B","191.75",2783
"27","b28","B","245.4",3018
"27","o15","C","330.4",3981
"27","k37","C","395.5",3975
"27","w49","C","410.8",3606
"27","c3","D","191.1",2374
"27","i9","D","234.6",2449
"27","f32","D","432.7",3233
"27","i35","D","368.5",2658
"27","u47","D","248",2207
"27","z52","D","469.3",2605
"27","m13","E","368.6",3788
"27","m39","E","196.9",4031
"27","o41","E","270.9",4199
"27","b54","E","281.6",4602
"27","x50","G","319.2",4541
"27","a53","G","277",5558
"27","e57","G","381.6",5135
"27","q17","H","175.95",5867
"27","y51","H","281.9",5941
"27","d30","I","289.2",6281
"27","p42","I","312.25",5959
"27","x50","I","365.2",5899
"27","z26","J","229.6",5268
"27","e57","J","381.5",5544
"27","f6","K","262.85",4315
"27","l38","K","242.5",5248
"27","x50","K","319.2",4478
"28","e5","A","251",3722
"28","m13","A","279.1",4384
"28","a27","A","399.5",4998
"28","e31","A","262.4",4522
"28","q43","A","341.56",5066
"28","u47","A","216.9",3961
"28","f6","B","262.8",6935
"28","y25","B","413.65",5391
"28","j36","B","496.2",6511
"28","n40","B","330.25",7203
"28","z52","B","372",7143
"28","s19","C","205.95",4174
"28","w49","C","410.8",5023
"28","a53","C","421",5548
"28","d30","D","304.3",3215
"28","z52","D","469.3",2711
"28","c55","D","355.8",2801
"28","h34","E","228.7",6381
"28","j36","E","397.9",7575
"28","q43","E","335.5",7198
"28","t46","E","254.4",7276
"28","v48","E","455.9",7085
"28","b54","E","281.6",7564
"28","d4","F","258.9",6099
"28","p16","F","285.6",7054
"28","r44","F","422.1",7472
"28","f6","G","216.3",6558
"28","c29","G","296.5",6741
"28","p42","G","333.5",6882
"28","q17","H","175.95",7183
"28","u21","H","245.5",7036
"28","a27","H","194.3",6824
"28","e31","H","213.1",7148
"28","t20","I","153.1",5858
"28","x50","I","365.2",7664
"28","t20","J","155.6",5730
"28","s19","K","205.8",8520
"28","l38","K","242.5",10158
"29","q17","A","189.6",2368
"29","e31","A","262.4",2581
"29","m39","A","212.15",2791
"29","u47","A","216.9",2378
"29","y51","A","237.9",2578
"29","e57","A","352.4",2629
"29","n14","B","191.75",3466
"29","f32","B","465.9",5224
"29","o15","C","330.4",2864
"29","c29","C","237.9",2632
"29","g33","C","221",2101
"29","o41","C","247.8",2383
"29","e5","D","181.75",2088
"29","a27","D","202.4",2281
"29","i35","D","368.5",2754
"29","n40","D","384.7",2880
"29","m13","E","368.6",3820
"29","o15","E","412.5",4290
"29","j36","E","397.9",4309
"29","o41","E","270.9",3925
"29","q43","E","335.5",4345
"29","v48","E","455.9",4045
"29","k11","F","270.4",7209
"29","p16","F","285.6",7439
"29","v22","F","192.3",7689
"29","x24","F","208.7",7456
"29","g33","F","227.9",8717
"29","r44","F","422.1",7930
"29","f6","G","216.3",5716
"29","r18","G","257.15",5613
"29","y25","G","356.45",4435
"29","c29","G","296.5",5368
"29","s45","G","196.8",5118
"29","x50","G","319.2",5032
"29","a27","H","194.3",3864
"29","h34","H","233.8",4546
"29","e57","H","352.4",4279
"29","l12","I","261.95",5655
"29","p16","I","203.4",6265
"29","t20","I","153.1",4992
"29","x50","I","365.2",5518
"29","b28","J","238.6",7646
"29","v48","J","265.8",6894
"29","z26","K","162.6",6455
"29","x50","K","319.2",8040
"29","a53","K","277.06",7781
"30","e31","A","262.4",2770
"30","i35","A","380.25",3084
"30","q43","A","341.56",3537
"30","u47","A","216.9",2476
"30","y51","A","237.9",2819
"30","f6","B","262.8",4424
"30","r18","B","203.3",4002
"30","n40","B","330.25",4743
"30","g7","C","196.7",3739
"30","c29","C","237.9",3428
"30","g33","C","221",2592
"30","s45","C","232.07",2599
"30","c55","C","319.2",3559
"30","g7","D","292.3",2191
"30","i9","D","234.6",2182
"30","a27","D","202.4",1904
"30","c55","D","355.8",2339
"30","h8","E","212.01",4234
"30","a27","E","292.65",5375
"30","o41","E","270.9",4976
"30","t46","E","254.4",5254
"30","d4","F","258.9",6617
"30","p16","F","285.6",7752
"30","d56","F","249.9",5611
"30","w23","G","238.5",5653
"30","y25","G","356.45",5490
"30","a53","G","277",6520
"30","l12","H","297.7",5834
"30","e31","H","213.1",5228
"30","e57","H","352.4",5555
"30","h8","I","335.3",6560
"30","a27","I","345",7410
"30","d30","I","289.2",6769
"30","p42","I","312.25",6628
"30","d56","I","373.8",5226
"30","b2","J","360.3",7673
"30","t20","J","155.6",6225
"30","b28","J","238.6",6763
"30","t46","J","278.7",5974
"30","e57","J","381.5",7200
"30","c3","K","177.6",6460
"30","s19","K","205.8",6298
"30","l38","K","242.5",8610
"30","a53","K","277.06",6961
"31","i9","A","153.8",3209
"31","m13","A","279.1",2944
"31","e31","A","262.4",2868
"31","m39","A","212.15",3122
"31","q43","A","341.56",3867
"31","u47","A","216.9",2803
"31","y51","A","237.9",3187
"31","e57","A","352.4",2844
"31","r18","B","203.3",3980
"31","f32","B","465.9",5344
"31","j36","B","496.2",4651
"31","n40","B","330.25",4549
"31","r44","B","397.55",4350
"31","s19","C","205.95",2254
"31","w23","C","257.5",2382
"31","c29","C","237.9",2594
"31","k37","C","395.5",3070
"31","s45","C","232.07",2122
"31","w49","C","410.8",2700
"31","n14","D","262.8",2852
"31","a27","D","202.4",2500
"31","d30","D","304.3",3685
"31","z52","D","469.3",2883
"31","h8","E","212.01",4053
"31","m13","E","368.6",4384
"31","o15","E","412.5",4914
"31","a27","E","292.65",4919
"31","o41","E","270.9",4660
"31","q43","E","335.5",4733
"31","b54","E","281.6",5301
"31","x24","F","208.7",6156
"31","y51","F","238",6239
"31","d56","F","249.9",4572
"31","r18","G","257.15",5554
"31","c29","G","296.5",5075
"31","k37","G","410.55",4546
"31","s45","G","196.8",5387
"31","e57","H","352.4",5931
"31","t20","I","153.1",4087
"31","a27","I","345",5098
"31","d30","I","289.2",4607
"31","x50","I","365.2",4431
"31","b2","J","360.3",8376
"31","e57","J","381.5",8397
"31","l38","K","242.5",8753
"31","x50","K","319.2",7466
"31","a53","K","277.06",7187
"31","d56","K","249.9",5941
"control","i9","A","153.8",13580
"control","i35","A","380.25",11258
"control","f6","B","262.8",15054
"control","n40","B","330.25",14935
"control","r44","B","397.55",9568
"control","z52","B","372",12174
"control","k11","C","186.2",10019
"control","s19","C","205.95",5368
"control","o41","C","247.8",10580
"control","f32","D","432.7",10705
"control","n40","D","384.7",10627
"control","u47","D","248",8966
"control","c55","D","355.8",11801
"control","h8","E","212.01",12207
"control","m39","E","196.9",10778
"control","q43","E","335.5",11399
"control","t46","E","254.4",14000
"control","b54","E","281.6",13234
"control","v22","F","192.3",17717
"control","x24","F","208.7",17226
"control","g33","F","227.9",15012
"control","d56","F","249.9",12286
"control","w23","G","238.5",14264
"control","l12","H","297.7",11982
"control","l38","H","260.8",11096
"control","h8","I","335.3",9429
"control","t20","I","153.1",10858
"control","a27","I","345",13281
"control","d30","I","289.2",13031
"control","d56","I","373.8",11924
"control","b28","J","238.6",16717
"control","c3","K","177.6",14135
"control","l38","K","242.5",14243
"1","q43","A","341.56",3453
"1","y51","A","237.9",3738
"1","e57","A","352.4",2756
"1","f6","B","262.8",3967
"1","n14","B","191.75",3589
"1","v22","B","163.8",3746
"1","y25","B","413.65",2496
"1","b28","B","245.4",3420
"1","f32","B","465.9",2333
"1","r44","B","397.55",2619
"1","z52","B","372",2902
"1","s19","C","205.95",3407
"1","c29","C","237.9",3811
"1","a53","C","421",2312
"1","c55","C","319.2",3125
"1","i9","D","234.6",2358
"1","i35","D","368.5",2018
"1","c55","D","355.8",1983
"1","q43","E","335.5",2791
"1","t46","E","254.4",3299
"1","b54","E","281.6",3286
"1","d4","F","258.9",5563
"1","p16","F","285.6",5540
"1","x24","F","208.7",6254
"1","g33","F","227.9",6703
"1","d56","F","249.9",5185
"1","f6","G","216.3",4918
"1","w23","G","238.5",4613
"1","y25","G","356.45",3283
"1","l12","H","297.7",3969
"1","h34","H","233.8",3871
"1","l38","H","260.8",3406
"1","e57","H","352.4",3361
"1","l12","I","261.95",5060
"1","p16","I","203.4",6272
"1","d30","I","289.2",4475
"1","p42","I","312.25",2142
"1","z26","J","229.6",5927
"1","b28","J","238.6",7063
"1","a1","K","210.5",4559
"1","a53","K","277.06",4246
"1","d56","K","249.9",4764
"2","u21","A","226.5",4152
"2","e31","A","262.4",3724
"2","u47","A","216.9",3900
"2","y51","A","237.9",3997
"2","f6","B","262.8",4976
"2","y25","B","413.65",4363
"2","b28","B","245.4",4363
"2","r44","B","397.55",4870
"2","z52","B","372",5012
"2","b54","B","212.4",4029
"2","g7","C","196.7",3710
"2","k11","C","186.2",2617
"2","o15","C","330.4",3664
"2","g33","C","221",2758
"2","o41","C","247.8",3254
"2","w49","C","410.8",3379
"2","c55","C","319.2",3482
"2","a27","D","202.4",2736
"2","d30","D","304.3",3763
"2","f32","D","432.7",3124
"2","u47","D","248",2838
"2","o15","E","412.5",3516
"2","s19","E","219.7",3896
"2","q43","E","335.5",3576
"2","v48","E","455.9",3213
"2","b54","E","281.6",3120
"2","w23","G","238.5",2910
"2","p42","G","333.5",3084
"2","x50","G","319.2",2831
"2","y51","H","281.9",3464
"2","e57","H","352.4",3286
"2","t20","I","153.1",4359
"2","a27","I","345",5115
"2","d30","I","289.2",4735
"2","x50","I","365.2",4010
"2","d56","I","373.8",3398
"2","b2","J","360.3",5055
"2","a1","K","210.5",4640
"2","f6","K","262.85",5001
"2","a53","K","277.06",4841
"2","d56","K","249.9",4055
"3","q17","A","189.6",2297
"3","e31","A","262.4",2699
"3","q43","A","341.56",3443
"3","e57","A","352.4",2716
"3","f6","B","262.8",2853
"3","n14","B","191.75",2457
"3","r18","B","203.3",2572
"3","b28","B","245.4",2514
"3","f32","B","465.9",3113
"3","r44","B","397.55",2733
"3","s19","C","205.95",2594
"3","s45","C","232.07",2595
"3","a53","C","421",3443
"3","c55","C","319.2",3465
"3","c3","D","191.1",1821
"3","n14","D","262.8",2477
"3","s19","E","219.7",4449
"3","a27","E","292.65",4533
"3","h34","E","228.7",3845
"3","m39","E","196.9",3552
"3","o41","E","270.9",3963
"3","v48","E","455.9",3497
"3","p16","F","285.6",5919
"3","v22","F","192.3",5647
"3","x24","F","208.7",5525
"3","r44","F","422.1",5910
"3","y51","F","238",5820
"3","f6","G","216.3",5895
"3","j10","G","483.9",4889
"3","k37","G","410.55",4821
"3","d30","I","289.2",6303
"3","p42","I","312.25",6204
"3","x50","I","365.2",5703
"3","t20","J","155.6",5157
"3","b28","J","238.6",6593
"3","c3","K","177.6",5631
"3","f6","K","262.85",6462
"3","l38","K","242.5",7753
"3","a53","K","277.06",6236
"4","e5","A","251",2657
"4","m13","A","279.1",2896
"4","q17","A","189.6",2560
"4","a27","A","399.5",3209
"4","e31","A","262.4",2826
"4","y51","A","237.9",3191
"4","v22","B","163.8",3706
"4","j36","B","496.2",3818
"4","r44","B","397.55",3736
"4","o41","C","247.8",1522
"4","s45","C","232.07",1305
"4","c55","C","319.2",1714
"4","c3","D","191.1",2331
"4","f32","D","432.7",3399
"4","n40","D","384.7",3332
"4","z52","D","469.3",2789
"4","c55","D","355.8",2824
"4","h8","E","212.01",4152
"4","m13","E","368.6",4250
"4","s19","E","219.7",5042
"4","a27","E","292.65",5375
"4","h34","E","228.7",4579
"4","m39","E","196.9",4088
"4","p16","F","285.6",7009
"4","w23","G","238.5",4295
"4","y25","G","356.45",3670
"4","k37","G","410.55",3988
"4","s45","G","196.8",4376
"4","x50","G","319.2",4248
"4","p16","I","203.4",5257
"4","a27","I","345",5885
"4","p42","I","312.25",4841
"4","z26","J","229.6",2692
"4","e57","J","381.5",2246
"4","a1","K","210.5",5971
"4","z26","K","162.6",5251
"4","x50","K","319.2",6626
"4","a53","K","277.06",6255
"4","d56","K","249.9",5838
"5","m13","A","279.1",1109
"5","i35","A","380.25",1141
"5","m39","A","212.15",1189
"5","y51","A","237.9",1264
"5","n14","B","191.75",1715
"5","y25","B","413.65",1763
"5","b28","B","245.4",1942
"5","g7","C","196.7",2831
"5","k11","C","186.2",1885
"5","s19","C","205.95",2159
"5","g33","C","221",1824
"5","w49","C","410.8",2746
"5","g7","D","292.3",760
"5","a27","D","202.4",632
"5","n40","D","384.7",753
"5","z52","D","469.3",676
"5","c55","D","355.8",714
"5","o15","E","412.5",2160
"5","j36","E","397.9",2329
"5","o41","E","270.9",2125
"5","g33","F","227.9",4329
"5","w49","F","403.83",4087
"5","y51","F","238",3782
"5","f6","G","216.3",2729
"5","y25","G","356.45",2101
"5","p42","G","333.5",2343
"5","s45","G","196.8",2173
"5","x50","G","319.2",2236
"5","q17","H","175.95",2218
"5","u21","H","245.5",2467
"5","a27","H","194.3",2041
"5","h34","H","233.8",2664
"5","d4","I","169.15",2146
"5","j10","I","237.8",2493
"5","l12","I","261.95",2139
"5","x50","I","365.2",2188
"5","t46","J","278.7",3004
"5","a1","K","210.5",3171
